studentid,RecentYear,AcademicYear,term,Cohort,CompleteDevMath,CompleteDevEnglish,Major1,Major2,complete1,complete2,completeCIP1,completeCIP2,TransferIntent,DegreeTypeSought,TermGPA,CumGPA,City,state,Zip,RegistrationDate,Gender,BirthYear,Hispanic,AmericanIndian,Asian,Black,NativeHawaiian,White,TwoOrMoreRace,HSDip,HSDipYr,HSGPAUnwtd,FirstGen,DualHSSummerEnroll,EnrollmentStatus,NumColCredAttemptTransfer,NumColCredAcceptTransfer,CumLoanAtEntry,HighDeg,MathPlacement,EngPlacement,GatewayMathStatus,GatewayEnglishStatus
316154,17,2016-17,3,2016-17,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.26,3.26,"Jersey City",NJ,7002,20160614,2,1994,1,0,0,0,0,0,0,2,-1,-1,-1,0,1,-2,-2,-2,0,0,0,0,1
316156,15,2014-15,1,2013-14,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.7,3.55,Neptune,NJ,7753,20140107,2,1984,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,97,91,-1,2,0,0,0,0
316158,15,2013-14,6,2013-14,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.9,3.9,"Monroe Township",NJ,7733,20130813,2,1989,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,124,79,-1,2,0,0,0,0
316163,17,2015-16,6,2014-15,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,4,3.9,Howell,NJ,7731,20150115,2,1974,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,105,55,-1,2,0,0,0,0
316188,14,2013-14,1,2013-14,0,-2,0,-1,0,0,-2,-2,-1,6,0,0,Elizabeth,NJ,7208,20130410,2,1995,1,0,0,0,0,0,0,1,2013,3.5,-1,0,1,-2,-2,-2,0,1,0,0,0
316197,15,2013-14,3,2012-13,-2,-2,45.1101,-1,0,0,-2,-2,-1,6,3.43,3.37,Kearny,NJ,7032,20121127,1,1989,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,67,66,-1,2,0,0,0,0
316202,15,2013-14,3,2012-13,-2,-2,27.0101,-1,0,0,-2,-2,-1,6,3.68,3.74,Hazlet,NJ,7730,20121127,1,1987,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,84,66,-1,2,0,0,1,0
316203,13,2012-13,3,2012-13,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.13,3.13,"West Orange",NJ,7052,20130118,2,1973,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,0,0,-1,0,0,0,0,0
316206,17,2015-16,1,2015-16,-2,-2,13.1209,-1,0,0,-2,-2,-1,6,3.5,3.5,"Jersey City",NJ,7307,20150730,2,1967,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,67,61,-1,2,0,0,0,0
316215,13,2012-13,3,2012-13,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3,3,Belmar,NJ,7719,20121129,2,1985,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,92,72,-1,2,0,0,0,0
316217,16,2014-15,3,2013-14,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.65,3.75,"Long Branch",NJ,7751,20130123,1,1991,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,108,89,-1,2,0,0,0,0
316222,16,2013-14,3,2012-13,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,4,4,"North Bergen",NJ,7047,20120124,1,1973,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,81,71,-1,0,0,0,0,0
316224,15,2013-14,1,2012-13,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,3.53,3.61,Edison,NJ,8837,20120117,1,1985,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,67,66,-1,2,0,0,0,0
316225,16,2015-16,1,2012-13,-2,-2,51.3801,-1,8,0,51,-2,-1,6,3.3,3.51,Edison,NJ,7508,20121114,1,1979,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,113,53,-1,0,0,0,0,0
316227,13,2012-13,3,2012-13,-1,-1,51,-1,0,0,-2,-2,-1,6,4,4,Springfield,NJ,7081,20121217,1,1990,0,0,0,0,0,1,0,1,-1,-1,-1,0,1,-2,-2,-2,0,-1,-1,0,0
316235,16,2013-14,3,2012-13,-2,-2,43.0203,-1,0,0,-2,-2,-1,6,4,3.5,Bayonne,NJ,7002,20120124,1,1992,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,42,42,-1,0,0,0,0,0
316237,14,2013-14,1,2012-13,-2,-2,13.1209,-1,0,0,-2,-2,-1,6,0,0.8,"Union City",NJ,7087,20121126,2,1991,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,39,18,-1,0,0,0,1,0
316242,17,2016-17,3,2015-16,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,4,4,Manalapan,NJ,7726,20150123,2,1965,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,76,90,-1,2,0,0,0,0
316249,17,2013-14,3,2013-14,0,1,0,-1,0,0,-2,-2,-1,6,2.86,2.86,Roselle,NJ,7203,20130731,2,1995,1,0,0,0,0,0,0,1,2013,2.38,-1,0,1,-2,-2,-2,0,1,1,0,0
316257,15,2014-15,3,2014-15,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.7,3.7,"Long Branch",NJ,7740,20140624,2,1988,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,107,79,-1,2,0,0,0,0
316258,15,2014-15,1,2014-15,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3,3,"Tinton Falls",NJ,7753,20140520,2,1987,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,94,76,-1,2,0,0,0,0
316260,15,2013-14,3,2013-14,0,-2,54.0101,-1,0,0,-2,-2,-1,6,3.72,3.71,Kearny,NJ,7032,20130411,1,1994,0,0,0,0,0,1,0,1,2013,3.49,-1,0,1,-2,-2,-2,0,1,0,0,1
316261,16,2014-15,3,2014-15,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.9,3.75,"Tinton Falls",NJ,7724,20140409,2,1991,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,107,93,-1,2,0,0,0,0
316268,14,2013-14,1,2012-13,0,-2,0,-1,0,0,-2,-2,-1,6,0,0.91,Bayonne,NJ,7002,20121130,1,1986,0,0,0,0,0,1,0,1,-1,-1,-1,0,1,-2,-2,-2,0,1,0,0,1
316276,15,2013-14,3,2013-14,0,-2,0,-1,0,0,-2,-2,-1,6,3.67,3.57,"Toms River",NJ,7002,20130501,2,1995,-1,-1,-1,-1,-1,-1,-1,1,2013,-1,-1,0,1,-2,-2,-2,0,1,0,0,1
316280,16,2015-16,1,2014-15,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.7,3.67,Freehold,NJ,7728,20141223,2,1962,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,108,75,-1,2,0,0,0,0
316285,17,2014-15,6,2013-14,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,0,3.85,"Old Bridge",NJ,8857,20140120,2,1983,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,-1,82,-1,2,0,0,0,0
316286,15,2014-15,3,2014-15,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,0,0,Neptune,NJ,7754,20141119,2,1969,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,84,76,-1,2,0,0,0,0
316289,15,2013-14,1,2013-14,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,4,4,Ocean,NJ,7712,20130815,2,1969,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,-1,79,-1,2,0,0,0,0
316290,16,2014-15,6,2013-14,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.3,3.66,"Lanoka Harbor",NJ,8734,20140107,2,1987,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,129,79,-1,2,0,0,0,0
316295,16,2015-16,3,2015-16,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,4,4,Manalapan,NJ,7726,20150721,1,1969,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,105,96,-1,2,0,0,0,0
316297,17,2015-16,6,2015-16,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,4,4,Keyport,NJ,7735,20150604,2,1989,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,81,79,-1,2,0,0,0,0
316298,13,2012-13,3,2012-13,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,0,0,Marlboro,NJ,7746,20130110,2,1964,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,0,0,-1,0,0,0,0,0
316299,17,2013-14,3,2013-14,0,-2,42.0101,-1,0,0,-2,-2,-1,6,3.18,3.17,"Jersey City",NJ,7306,20130724,2,1995,0,0,0,1,0,0,0,1,-1,2.4,-1,0,1,-2,-2,-2,0,1,0,0,1
316301,16,2014-15,6,2013-14,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,4,3.94,Middletown,NJ,7748,20130126,2,1990,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,108,82,-1,2,0,0,0,0
316303,16,2014-15,3,2014-15,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.9,3.9,Howell,NJ,7731,20140416,2,1960,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,122,96,-1,2,0,0,0,0
316304,17,2015-16,6,2015-16,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,4,4,"Long Branch",NJ,7740,20150827,2,1988,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,101,75,-1,2,0,0,0,0
316306,17,2013-14,3,2013-14,1,1,13.1202,-1,0,0,-2,-2,-1,6,2.54,2.54,"Jersey City",NJ,7304,20130624,2,1995,0,0,0,0,0,1,0,1,-1,2.7,-1,0,1,-2,-2,-2,0,1,1,0,0
316310,17,2016-17,3,2016-17,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,3.12,3.12,"Jersey City",NJ,7306,20160728,2,1995,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,50,50,-1,0,0,0,0,0
316312,15,2013-14,3,2013-14,0,1,52.0801,-1,0,0,-2,-2,-1,6,2.24,2.23,Bayonne,NJ,7002,20130529,2,1995,0,0,0,1,0,0,0,1,2013,2.56,-1,0,1,-2,-2,-2,0,1,1,0,0
316318,15,2013-14,3,2012-13,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,3.93,3.83,"Monroe Township",NJ,8831,20121121,1,1989,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,109,66,-1,2,0,0,0,0
316342,16,2013-14,3,2012-13,-2,-2,40.0801,-1,0,0,-2,-2,-1,6,3.83,3.9,Cranford,NJ,7016,20121127,1,1975,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,81,65,-1,0,0,0,0,0
316343,17,2014-15,1,2013-14,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,4,3.71,Belmar,NJ,7719,20130111,2,1989,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,78,66,-1,2,0,0,0,0
316346,14,2013-14,3,2012-13,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,4,4,Fords,NJ,7095,20121210,1,1988,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,75,75,-1,2,0,0,0,0
316347,17,2013-14,3,2013-14,-2,1,23.0101,-1,0,0,-2,-2,-1,6,3.27,3.26,"Jersey City",NJ,7305,20130411,1,1995,0,0,1,0,0,0,0,1,2013,3.56,-1,0,1,-2,-2,-2,0,0,1,0,0
316351,17,2013-14,3,2013-14,1,0,51.0999,-1,0,0,-2,-2,-1,6,2.8,2.8,Carteret,NJ,7008,20130624,1,1994,1,0,0,0,0,0,0,1,2013,3.1,-1,0,1,-2,-2,-2,0,1,1,0,1
316352,16,2013-14,3,2013-14,1,1,50.0701,-1,0,0,-2,-2,-1,6,0,0,"Jersey City",NJ,7304,20130624,2,1995,1,0,0,0,0,0,0,1,2013,-1,-1,0,1,-2,-2,-2,0,1,1,0,0
316353,16,2013-14,1,2013-14,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,2.67,2.66,"Jersey City",NJ,7643,20130711,1,1985,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,105,96,-1,0,0,0,0,1
316362,15,2013-14,6,2012-13,-2,-2,11.0101,-1,0,0,-2,-2,-1,6,2.9,2.77,Henderson,NV,7002,20120123,1,1983,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,23,20,-1,0,0,0,1,0
316366,14,2013-14,6,2012-13,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,3.93,3.96,"Kendall Park",NJ,8824,20120125,1,1986,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,110,88,-1,2,0,0,0,0
316368,17,2013-14,1,2012-13,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,3.57,3.4,"Cliffside Park",NJ,7010,20121127,1,1990,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,79,55,-1,2,0,0,0,0
316389,15,2013-14,3,2013-14,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,3.74,3.74,"Point Pleasant Boro",NJ,8742,20130409,1,1992,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,67,64,-1,2,0,0,0,0
316390,15,2013-14,1,2013-14,-2,1,0,-1,0,0,-2,-2,-1,6,2.71,2.71,Hillside,NJ,7205,20130723,2,1995,1,0,0,0,0,0,0,1,2012,2.7,-1,0,1,-2,-2,-2,0,0,1,1,0
316392,16,2015-16,6,2015-16,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.43,3.43,Irvington,NJ,7111,20150908,1,1980,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,99,72,-1,2,0,0,0,0
316394,15,2013-14,1,2013-14,-2,-2,45.1101,-1,0,0,-2,-2,-1,6,0,0,"East Orange",NJ,7017,20130717,2,1988,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,87,63,-1,2,0,0,0,0
316403,17,2013-14,3,2013-14,0,1,0,-1,0,0,-2,-2,-1,6,3.82,3.81,Kearny,NJ,7032,20130528,2,1995,1,0,0,0,0,0,0,1,2012,3.5,-1,0,1,-2,-2,-2,0,1,1,0,0
316411,17,2013-14,3,2013-14,0,1,42.0101,-1,0,0,-2,-2,-1,6,3.49,3.48,Kearny,NJ,7032,20130528,2,1995,1,0,0,0,0,0,0,1,2012,3.04,-1,0,1,-2,-2,-2,0,1,1,0,0
316412,14,2013-14,6,2013-14,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.77,3.76,"West Orange",NJ,7052,20130509,1,1991,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,82,57,-1,0,0,0,0,0
316445,16,2013-14,3,2013-14,-2,-2,45.1101,-1,0,0,-2,-2,-1,6,1.68,1.68,Kearny,NJ,7032,20130710,2,1986,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,117,60,-1,2,0,0,0,0
316470,15,2013-14,6,2013-14,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3,3,Keansburg,NJ,7734,20130814,2,1992,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,74,66,-1,2,0,0,0,0
316471,16,2013-14,3,2012-13,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,2.6,3.19,"Jersey City",NJ,7307,20121112,1,1991,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,37,36.5,-1,0,0,0,0,0
316472,14,2013-14,3,2012-13,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.56,3.75,Middletown,NJ,7748,20130123,2,1959,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,115,76,-1,2,0,0,0,0
316473,16,2013-14,1,2013-14,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,3.75,3.75,"Avon by the Sea",NJ,7753,20130509,2,1993,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,63,63,-1,2,0,0,0,0
316478,13,2012-13,3,2012-13,-2,-2,16.0905,13,0,0,-2,-2,-1,6,2.98,2.97,"Union City",NJ,7087,20130111,2,1981,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,65,65,-1,2,0,0,0,0
316480,16,2013-14,1,2012-13,-2,-2,0,-1,0,0,-2,-2,-1,6,4,4,"Union City",NJ,7087,20130104,2,1979,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,56,66,-1,2,0,0,0,0
316482,15,2013-14,6,2012-13,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.3,3.57,Neptune,NJ,7753,20121121,2,1956,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,108,76,-1,2,0,0,0,0
316485,16,2013-14,6,2012-13,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,0,3.17,Edison,NJ,8837,20121127,1,1991,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,133,76,-1,2,0,0,0,0
316487,16,2013-14,1,2012-13,-2,-2,52.0801,-1,0,0,-2,-2,-1,6,3,3.36,"Delray Beach",FL,7307,20121130,1,1983,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,58,54,-1,0,0,0,0,0
316492,13,2012-13,3,2012-13,-1,-1,51,-1,0,0,-2,-2,-1,6,4,4,Avenel,NJ,7001,20130122,1,1966,0,0,0,1,0,0,0,1,-1,-1,-1,0,1,-2,-2,-2,0,-1,-1,0,0
316495,17,2015-16,3,2015-16,-2,-2,27.0101,-1,0,0,-2,-2,-1,6,3.07,3.06,"Union City",NJ,7087,20150428,1,1994,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,14,14,-1,0,0,0,0,1
316497,14,2013-14,3,2013-14,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,0,0,Bayonne,NJ,7002,20140113,2,1980,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,102,50,-1,0,0,0,0,0
316501,15,2013-14,1,2012-13,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.85,3.9,"Atlantic Highlands",NJ,7716,20120124,2,1983,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,64,64,-1,2,0,0,0,0
316505,14,2013-14,3,2012-13,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,3.93,3.96,"Scotch Plains",NJ,7076,20121127,2,1989,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,120,96,-1,3,0,0,0,0
316507,16,2013-14,3,2012-13,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,3.75,3.41,Helmetta,NJ,7751,20121211,1,1988,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,87,60,-1,2,0,0,0,0
316510,17,2013-14,6,2013-14,0,1,13.1202,-1,0,0,-2,-2,-1,6,1.75,1.75,"North Arlington",NJ,7031,20130417,2,1994,0,0,0,0,0,1,0,1,2013,-1,-1,0,1,-2,-2,-2,0,1,1,0,0
316514,17,2016-17,3,2016-17,-2,-2,13.1209,-1,0,0,-2,-2,-1,6,2.59,2.59,"Jersey City",NJ,7306,20160824,2,1995,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,0,0,-1,2,0,0,0,0
316521,13,2012-13,3,2012-13,-1,-1,0,-1,0,0,-2,-2,-1,6,4,4,"Forked River",NJ,8731,20121113,2,1989,0,0,0,0,0,1,0,1,-1,-1,-1,0,1,-2,-2,-2,0,-1,-1,0,0
316522,16,2013-14,6,2012-13,-2,-2,9.0101,-1,0,0,-2,-2,-1,6,3.5,2.83,Howell,NJ,7731,20121127,2,1990,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,63,50,-1,0,0,0,0,0
316526,17,2013-14,3,2013-14,1,0,43.0199,-1,0,0,-2,-2,-1,6,2.97,2.97,"Jersey City",NJ,7304,20130708,2,1995,1,0,0,0,0,0,0,1,2013,3.45,-1,0,1,-2,-2,-2,0,1,1,0,1
316527,14,2013-14,3,2012-13,0,0,43.0203,-1,0,0,-2,-2,-1,6,3.61,3.7,"Jersey City",NJ,7305,20121121,1,1988,0,0,0,0,0,1,0,-1,-1,-1,-1,0,2,18,18,-1,0,1,1,0,0
316534,17,2016-17,3,2016-17,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.68,3.68,"Jersey City",NJ,7304,20160418,2,1995,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,53,66,-1,2,0,0,0,0
316535,13,2012-13,3,2012-13,-1,-1,51,-1,0,0,-2,-2,-1,6,4,4,"Hamilton Square",NJ,8690,20120123,1,1987,0,0,0,0,0,1,0,1,-1,3.53,-1,0,1,-2,-2,-2,0,-1,-1,0,0
316568,14,2013-14,1,2013-14,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,4,4,"North Bergen",NJ,7017,20130717,2,1987,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,62,60.5,-1,2,0,0,0,0
316588,13,2012-13,3,2012-13,-2,-2,0,-1,0,0,-2,-2,-1,6,0.58,0.57,Neptune,NJ,7753,20121023,2,1989,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,76,65,-1,2,0,0,0,0
316589,16,2013-14,1,2013-14,0,-2,0,-1,0,0,-2,-2,-1,6,3.03,3.03,Kearny,NJ,7032,20130411,1,1994,0,0,0,0,0,1,0,1,2013,3.26,-1,0,1,-2,-2,-2,0,1,0,0,1
316605,16,2015-16,1,2015-16,-2,-2,9.0101,-1,0,0,-2,-2,-1,6,0.23,0.23,Paterson,NJ,7524,20150805,1,1995,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,36,24,-1,0,0,0,0,0
316606,14,2013-14,1,2013-14,-2,-2,43.0203,-1,0,0,-2,-2,-1,6,1,1,Wyckoff,NJ,7481,20130617,1,1993,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,38,25.5,-1,0,0,0,0,0
316616,14,2013-14,1,2012-13,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.42,3.65,"Jersey City",NJ,7105,20120123,2,1986,0,0,0,0,0,0,0,1,-1,-1,-1,0,2,32,83,-1,2,0,0,0,0
316619,17,2013-14,1,2013-14,1,-2,0,-1,0,0,-2,-2,-1,6,3.37,3.37,"Jersey City",NJ,7306,20130701,2,1995,1,0,0,0,0,0,0,1,2012,3.3,-1,0,1,-2,-2,-2,0,1,0,0,1
316620,17,2013-14,3,2013-14,-2,-2,13.1202,-1,0,0,-2,-2,-1,6,4,4,"Jersey City",NJ,7306,20130410,2,1995,0,0,1,0,0,0,0,1,2012,3.9,-1,0,1,-2,-2,-2,0,0,0,1,0
316622,16,2013-14,3,2013-14,-2,-2,0,-1,0,0,-2,-2,-1,6,2.76,2.75,Carteret,NJ,7008,20130424,2,1995,0,0,0,1,0,0,0,1,2013,2.87,-1,0,1,-2,-2,-2,0,0,0,0,1
316623,17,2013-14,6,2013-14,1,0,0,-1,0,0,-2,-2,-1,6,2.43,2.43,"Jersey City",NJ,7307,20130604,2,1995,1,0,0,0,0,0,0,1,2013,2.7,-1,0,1,-2,-2,-2,0,1,1,0,1
316637,17,2013-14,6,2013-14,1,1,43.0199,-1,0,0,-2,-2,-1,6,2.58,2.58,"Jersey City",NJ,7306,20130624,1,1995,0,0,0,1,0,0,0,1,2013,-1,-1,0,1,-2,-2,-2,0,1,1,0,0
316645,15,2013-14,6,2012-13,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.8,3.87,"Bradley Beach",NJ,7720,20121127,2,1970,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,139,75,-1,2,0,0,0,0
316647,15,2014-15,1,2013-14,-2,-2,16.0905,-1,7,0,16,-2,-1,6,3.84,3.77,Irvington,NJ,7111,20130122,2,1989,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,-1,96,-1,2,0,0,0,0
316654,17,2016-17,3,2015-16,0,0,52.0201,-1,0,0,-2,-2,-1,6,2.92,3.32,"Jersey City",NJ,7306,20150128,2,1995,1,0,0,0,0,0,0,1,2013,-1,-1,0,2,54,66,-1,2,1,1,0,0
316659,15,2013-14,3,2013-14,1,0,52.0201,-1,0,0,-2,-2,-1,6,3.24,3.23,"Jersey City",NJ,7302,20130708,2,1994,1,0,0,0,0,0,0,1,-1,-1,-1,0,1,-2,-2,-2,0,1,1,0,1
316664,17,2013-14,1,2013-14,0,1,26.0101,-1,0,0,-2,-2,-1,6,2.7,2.7,"Jersey City",NJ,7306,20130730,2,1995,1,0,0,0,0,0,0,1,-1,2.8,-1,0,1,-2,-2,-2,0,1,1,0,0
316666,17,2013-14,3,2013-14,-2,-2,0,-1,0,0,-2,-2,-1,6,3.51,3.51,Bayonne,NJ,7002,20130513,2,1995,1,0,0,0,0,0,0,1,2013,3.1,-1,0,1,-2,-2,-2,0,0,0,0,1
316671,16,2014-15,3,2014-15,0,1,52.0201,-1,0,0,-2,-2,-1,6,3,3,"Jersey City",NJ,7305,20140630,2,1995,0,0,0,1,0,0,0,1,2013,2.8,-1,0,1,-2,-2,-2,0,1,1,0,0
316673,17,2013-14,6,2013-14,0,0,0,-1,0,0,-2,-2,-1,6,3,3,"Jersey City",NJ,7304,20130624,2,1995,0,0,0,1,0,0,0,1,-1,-1,-1,0,1,-2,-2,-2,0,1,1,1,1
316678,17,2016-17,3,2016-17,0,-2,26.0101,-1,0,0,-2,-2,-1,6,2.98,2.98,"Jersey City",NJ,7305,20160823,1,1995,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,53,39,-1,2,1,0,0,0
316679,14,2013-14,3,2013-14,1,-2,52.0201,-1,0,0,-2,-2,-1,6,2.54,2.54,"Jersey City",NJ,7305,20130624,2,1995,1,0,0,0,0,0,0,1,2013,-1,-1,0,1,-2,-2,-2,0,1,0,0,1
316692,13,2012-13,3,2012-13,-2,-2,13.1001,-1,0,0,-2,-2,-1,6,0,0,"Jersey City",NJ,7305,20121211,1,1991,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,40,40,-1,0,0,0,0,0
316702,15,2013-14,3,2012-13,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.6,3.58,Manasquan,NJ,8736,20121120,2,1989,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,75,66,-1,0,0,0,0,0
316704,16,2013-14,6,2012-13,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,3.18,3.2,"North Bergen",NJ,7047,20130121,2,1992,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,74,55,-1,2,0,0,1,0
316709,14,2013-14,6,2013-14,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.93,3.92,"Cream Ridge",NJ,8514,20130611,2,1968,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,114,88,-1,2,0,0,0,0
316718,17,2013-14,1,2013-14,1,0,52.0201,-1,0,0,-2,-2,-1,6,2.4,2.4,"East Orange",NJ,7018,20130624,2,1994,0,0,0,1,0,0,0,1,2013,-1,-1,0,1,-2,-2,-2,0,1,1,0,1
316724,17,2013-14,1,2013-14,1,1,43.0199,-1,0,0,-2,-2,-1,6,3.38,3.5,"East Rutherford",NJ,7652,20130410,1,1994,0,0,0,0,0,1,0,1,2013,3.4,-1,0,1,-2,-2,-2,0,1,1,0,0
316732,17,2016-17,6,2015-16,-2,-2,42.0101,13,0,0,-2,-2,-1,6,3.89,3.87,Fairview,NJ,7022,20150113,2,1995,0,0,0,0,0,0,1,1,-1,-1,-1,0,2,65,65,-1,2,0,0,0,0
316735,13,2012-13,3,2012-13,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,0,0,Hoboken,NJ,7030,20121211,2,1989,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,44,44,-1,0,0,0,0,0
316737,15,2013-14,3,2013-14,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,3.06,3.06,"Union City",NJ,7087,20130604,2,1991,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,50,47,-1,0,0,0,0,0
